,Service,Relational Database Service($),Tax($),Savings Plans for  Compute usage($),EC2-Other($),Support (Business)($),VPC($),OpenSearch Service($),CloudWatch($),EC2-Instances($),ElastiCache($),S3($),DocumentDB (with MongoDB compatibility)($),Managed Streaming for Apache Kafka($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Glacier($),SES($),EC2 Container Registry (ECR)($),Elastic Container Service for Kubernetes($),Elastic Load Balancing($),CloudTrail($),Key Management Service($),CloudFront($),SageMaker($),Rekognition($),DynamoDB($),Cost Explorer($),Lambda($),Secrets Manager($),SQS($),SNS($),Route 53($),Service Catalog($),Glue($),Athena($),Direct Connect($),Config($),AppFlow($),Systems Manager($),Simple Workflow Service($),Step Functions($),CloudShell($),Elastic File System($),CodeArtifact($),Backup($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
356,2024-03-21,173.3566115033,,129.456,65.5499101675,,43.5534201236,41.8659597577,35.5585691101,17.2258644196,14.7312,14.6110705882,13.4158984586,25.2690835413,6.2,1.9104671144,3.6432147239,0.2421097655,4.464,1.9151648928,0.0,1.15007223,0.2608945542,0.1536,0.3894375,0.1488744,0.0093,0.0654561603,0.0715911,0.00151404,0.0027646452,,0.001953,9.354e-05,,,,,0.0,4.638e-07,4.597e-07,,1.449e-07,,6e-10,0.0,0.0,,595.2240964052
357,2024-03-22,173.3523538411,,129.456,65.6412293421,,41.3299237919,41.8659603496,33.7227176888,15.7638034082,14.7312,14.2634358991,13.4163934509,25.2688483564,6.24,1.9104671122,3.4980247403,0.2432035433,4.464,1.9368207923,0.0,1.06604022,0.2749089382,0.1536,0.3034125,0.1488744,0.0279,0.0659994612,0.064179,0.00150102,0.0028349698,,0.007812,7.959e-05,,,,,,4.638e-07,6.896e-07,,1.449e-07,,6e-10,0.0,,,589.2215257143
358,2024-03-23,173.3612061892,,129.456,64.4053110279,,45.8400838773,41.8659564927,29.1260762509,19.4106945512,14.7312,13.3067453084,13.4164238127,25.2665518414,6.28,1.9104671138,2.8049711422,0.2437469448,4.464,1.8903377229,0.0,0.86371221,0.2265475981,0.1536,0.1825125,0.1488744,0.0558,0.0585698988,0.0477273,0.001529664,0.0028158064,,0.011718,0.00010098,,,,,,6.895e-07,2.305e-07,,1.449e-07,,6e-10,,0.0,,589.5332816982
359,2024-03-24,173.3758492389,,129.456,64.1098451746,,51.7711103634,41.8659583013,32.8935296825,20.2942401166,14.7312,14.1414182236,13.4164707767,25.2664861714,6.34,1.9104671148,2.7239573864,0.2437469448,4.464,1.8311536129,0.0,1.07885748,0.222302286,0.1536,0.1639125,0.1488744,0.0186,0.058108442,0.0469926,0.001524084,0.003060373,,0.009765,0.00011028,,,,,,4.638e-07,4.579e-07,,1.449e-07,,6e-10,0.0,,,600.7411416201
360,2024-03-25,173.3929304953,,129.456,63.3932661987,,48.8944603113,41.8659654029,30.2348000264,18.5093809568,14.7312,14.0423591702,13.4163360213,25.2664655556,6.24,1.910467115,2.6673332233,0.2437469448,4.464,1.8024228172,0.0,1.09873902,0.2064740739,0.1536,0.1453125,0.1488744,0.0186,0.0581521464,0.0455484,0.001527432,0.0030429655,,0.009765,0.00010749,,,,,,4.607e-07,4.617e-07,,1.449e-07,,6e-10,0.0,,,592.4208787345
361,2024-03-26,173.4056012194,,129.456,65.1610059954,,45.7586573099,41.8659717929,28.6203500772,18.0219478552,14.7312,13.4772501511,13.4165061875,25.2680402291,6.24,1.9104671118,3.4676480905,0.2437526157,4.464,1.9394271546,0.0,0.92273466,0.3216192991,0.1536,0.2522625,0.1488744,0.0465,0.0609527069,0.1142688,0.0015218708,0.0030719058,,0.009765,9.726e-05,,,,,,4.669e-07,6.96e-07,,1.449e-07,,6e-10,0.0,0.0,,589.4830955013
362,2024-03-27,195.370146761,,129.456,66.6673150932,,43.0573366961,41.8660013173,25.2002109056,18.2969523043,14.7312,14.8848235266,13.4163233946,25.2675343544,6.6,1.9104671136,3.195397128,0.2450557789,4.464,1.937713221,0.0,1.3264546,0.3366393452,0.1536,0.21855,0.1488744,0.0279,0.0658617354,0.07078665,0.001520364,0.0031617183,,0.003906,9.447e-05,,,,,,6.864e-07,6.97e-07,,1.449e-07,,6e-10,0.0,,,608.9238284064
363,2024-03-28,196.6692578881,,129.456,67.6062119184,,50.4433932386,41.8660094935,30.4181022747,21.763352035,14.7312,13.466605573,13.4163172576,25.2744371158,6.72,1.9104671142,4.1768622346,0.2465658604,4.464,2.0022158106,0.0,0.92990409,0.4084397103,0.1536,0.3313125,0.1488744,0.0372,0.0647579582,0.09094905,0.001532268,0.0040155553,,0.017577,0.00010935,,,,,,4.824e-07,6.932e-07,,1.449e-07,,6e-10,,0.0,,626.8192710174
364,2024-03-29,204.2764604842,,129.456,68.7261786344,,40.5344425517,41.8660043928,25.0957724825,17.7601571599,14.7312,15.0937322804,13.4166445412,25.266559571,6.72,1.9104671166,2.9978088419,0.246575408,4.464,1.9032349038,0.0,1.3428492,0.3405665341,0.1536,0.31155,0.1488744,,0.0644608765,0.047904,0.001512924,0.0028852257,,0.003906,0.00010935,,,,,,6.926e-07,6.896e-07,,1.449e-07,,6e-10,0.0,,,616.8834584064
365,2024-03-30,227.5616331869,,129.456,68.0953930173,,40.9226277072,41.8659996692,26.8908844179,17.0124167454,14.7312,13.958549499,13.4158860058,25.2666135987,6.72,1.9104671172,2.8971925984,0.2465799528,4.464,1.8801422365,0.0,1.05039582,0.2804512247,0.1536,0.186,0.1488744,0.0093,0.0650918101,0.0479877,0.001512924,0.0030548498,,0.007812,3.96e-05,,,,,,4.607e-07,4.598e-07,,1.449e-07,,6e-10,0.0,,,639.2497071469
366,2024-03-31,227.5283181173,,129.456,66.1180284389,,46.5849874665,41.8659928612,32.7790654675,19.9018981698,14.7312,14.5244757315,13.4163599496,25.266556008,6.72,1.910467113,2.8463308328,0.2465799528,4.464,1.860382591,0.0,1.28809824,0.2584488769,0.1536,0.14694,0.1488744,0.0093,0.0648518062,0.08136075,0.00153264,0.0028601157,,0.007812,0.00011586,,,,,,6.895e-07,6.877e-07,,1.449e-07,,6e-10,0.0,0.0,,652.3844389114
367,2024-04-01,296.7544765057,3679.94,122.496,64.1803516854,1793.3941410685,47.9033272652,39.8007205803,38.7192311876,20.432154468,13.9392,14.2776508816,12.6951800569,23.9288315321,6.7,1.8680122898,2.8933521481,0.2411027801,4.224,1.8347212167,0.0,1.0879287408,0.11811547,0.1501866672,0.2057,0.1408704,0.0264,0.0462793949,0.0756961341,0.001462912,0.0030116508,0.176,0.0,8.184e-05,,,,,,4.421e-07,4.374e-07,,1.403e-07,,9e-10,0.0,,-125.54,6062.7141878965
368,2024-04-02,296.4465823474,,122.496,64.8920199661,,44.5011500638,39.8007194052,37.6836958143,18.698502982,13.9392,15.5654509765,12.6956062075,23.9306779367,6.72,1.8680122894,3.6237567265,0.2420074741,4.224,1.9422727946,0.0,1.3725656208,0.1281077311,0.1501866672,0.4411,0.1408704,0.044,0.0624970898,0.0871992008,0.0014509677,0.0029150413,,0.003696,7.48e-05,,,,,,6.559e-07,6.593e-07,,1.403e-07,,9e-10,,0.0,,711.7043199592
369,2024-04-03,290.5977785404,,122.496,64.7921994113,,44.816736271,36.2454550696,37.0104229252,18.2089853733,13.9392,14.7062686031,12.6951510489,19.3295162206,6.72,1.8680122877,4.1338212835,0.2434745356,4.224,1.9568337639,0.0,1.1071321008,0.2812929281,0.1501866672,0.4818,0.1408704,0.044,0.0633095163,0.0951891116,0.001460096,0.0036355695,,0.001232,0.0001012,,,,,,6.675e-07,6.549e-07,,1.403e-07,,9e-10,0.0,,,696.3540663872
370,2024-04-04,287.6995356557,,122.496,65.1053193073,,43.2972712884,32.6902017572,31.144824675,15.8492437124,13.9392,16.0467046012,12.6952016215,14.2619488208,6.72,1.8680122874,4.1001824148,0.2472025396,2.589462333,1.9428655284,0.0,1.4209198608,0.28009341,0.1501866672,0.5478,0.1408704,0.0088,0.062717827,0.0467876447,0.001478048,0.003393658,,0.002464,0.000132,,,,,0.0,6.82e-07,8.826e-07,,1.403e-07,,9e-10,0.0,,,675.3588217642
371,2024-04-05,287.339165409,,122.496,64.4210307774,,43.0478697283,32.6902024231,30.3994071066,15.7897142352,13.9392,15.0183315189,12.6953688675,14.2592818015,6.72,1.868012291,3.6899406291,0.2532139481,2.112,1.9668121012,0.0,1.1923935408,0.2714850611,0.1501866672,0.5522,0.1408704,0.0088,0.0595335899,0.1416037336,0.001501984,0.002956714,,0.003696,0.0001408,,,,,,9.132e-07,6.783e-07,,1.403e-07,,9e-10,0.0,0.0,,671.2309210602
372,2024-04-06,287.0743523016,,122.496,64.9905981982,,44.9629551696,32.6902067016,32.0309567562,16.0964844323,13.9392,15.6559413762,12.6956192771,14.2582836986,6.72,1.8680122874,3.68771567,0.2559629424,2.112,1.9197602693,0.0,1.3099184208,0.2995615219,0.1501866672,0.7073,0.1408704,0.0088,0.0544153144,0.0312649336,0.001508672,0.0032547318,,0.003696,0.00015224,,,,,,7.054e-07,8.986e-07,,1.403e-07,,9e-10,0.0,,,676.1649797274
373,2024-04-07,287.0155898124,,122.496,63.7126109867,,46.5904929553,32.690204089,34.2142787432,16.9302164904,13.9392,14.7286091427,12.6959199643,14.2576993032,6.72,1.8680122897,2.7358600821,0.2559629424,2.112,1.7818576494,0.0,1.0259019408,0.2616263152,0.1501866672,0.1298,0.1408704,0.0088,0.0561185653,0.0233009336,0.001519584,0.0032916193,,0.003696,0.00022176,,,,,,9.221e-07,6.853e-07,,1.403e-07,,9e-10,,0.0,,676.5498499848
374,2024-04-08,286.5878732717,,122.496,65.0910939177,,42.6326137533,32.6902064275,31.6226824567,15.8698249555,13.9392,15.3651496265,12.6951535507,14.2612171123,6.72,1.8680122935,4.7480195247,0.2566195948,2.112,1.9309499969,0.0,1.1954506608,0.3718185532,0.1501866672,0.7524,0.1408704,0.0088,0.0613062153,0.0936085336,0.001517472,0.0034631887,,0.003696,0.0002244,,,,,,6.91e-07,8.95e-07,,1.403e-07,,9e-10,0.0,,,673.6699602998
375,2024-04-09,286.4891311753,,122.496,64.5771706348,,40.9309939152,32.6902210866,31.7659957192,15.5787878077,13.9392,15.8833621201,12.695668167,14.258209103,6.7,1.8680122886,3.4752191484,0.2574567068,2.112,1.9491036905,0.0,1.2896696208,0.3574912809,0.1501866672,0.4422,0.1408704,0.0088,0.0681016835,0.0791545336,0.001530496,0.0032127563,,0.001848,0.00022528,,,,,,9.309e-07,9.002e-07,,1.403e-07,,9e-10,0.0,,,670.2098242538
376,2024-04-10,286.4722955264,,122.496,65.0621604634,,41.2890854518,32.690231684,31.4147159604,17.6874495842,13.9392,16.284159709,12.6956752429,14.2620789422,6.72,1.8680122951,4.3317916704,0.2594663681,2.112,1.9816180899,0.0,1.3724468208,0.3653297699,0.1501866672,0.682,0.1408704,0.0088,0.0704600439,0.1094793336,0.00151712,0.00343208,,0.003696,0.00019888,,,,,,7.112e-07,8.98e-07,,1.403e-07,,9e-10,0.0,0.0,,674.4743598536
377,2024-04-11,286.2247378307,,122.496,64.1600262848,,47.9044093334,32.6902506239,37.0238900614,21.4354352894,13.9392,15.7903750668,12.6959108154,14.2586055199,6.72,1.8680123023,2.9044195617,0.2621981928,2.112,1.8616391033,0.0,1.1067651408,0.3358410474,0.1501866672,0.1958,0.1408704,0.0088,0.0699671016,0.0250345336,0.001507264,0.0028833952,,0.001848,0.0002337872,,,,,,9.309e-07,6.885e-07,,1.403e-07,,9e-10,0.0,,,686.3868490834
378,2024-04-12,286.0850013165,,45.936,65.2257848257,,43.3669556385,32.6902466845,33.7237787364,40.1129992114,13.9392,16.3557639719,12.6957833991,14.2642351835,6.72,1.868012297,3.9691728466,0.2652653048,2.112,1.9360221976,0.0,1.2634966608,0.3382496452,0.1501866672,0.5863,0.1408704,0.0088,0.0679293392,0.0871845336,0.001502336,0.0036964636,,0.003696,0.0002302672,,,,,,9.106e-07,9.068e-07,,1.403e-07,,9e-10,,0.0,,623.9183658849
379,2024-04-13,285.9933447959,,,63.6459728145,,51.4972136483,32.6902499577,39.0319371613,58.712544,13.9392,15.2628754736,12.6960630288,14.2583490675,6.72,1.8680123023,2.7386164702,0.2684097312,2.112,1.7885957102,0.0,1.0130662608,0.2514952434,0.1501866672,0.198,0.1408704,0.0088,0.0556236329,0.0229005336,0.001536832,0.0030808885,,0.003696,0.0002320272,,,,,,9.338e-07,9.018e-07,,1.403e-07,,9e-10,0.0,,,605.0728746239
380,2024-04-14,286.3244841174,,,65.104299039,,54.2129029349,32.6902543717,44.5960368636,58.712544,13.9392,45.7196811831,12.6953048714,14.2593215845,6.72,1.8680123007,2.7642765949,0.2684097312,2.112,1.7519215575,0.0,9.0744752208,0.2110158839,0.1501866672,0.1188,0.1408704,0.0088,0.0558335642,0.0221041336,0.001538944,0.0028433538,,0.003696,0.0002408272,,,,,,7.084e-07,6.919e-07,,1.403e-07,,9e-10,0.0,,,653.5290556861
381,2024-04-15,286.1647789747,,,65.8287480609,,44.2936084343,32.6902606372,33.2894162648,64.1603663617,13.9392,15.5213999508,12.6956624389,14.2589969922,6.7,1.8680123019,3.6990319558,0.2689937628,2.112,1.8996695857,0.0,1.2313018608,0.2990866077,0.1501866672,0.5401,0.1408704,0.0088,0.0534888073,0.1363765336,0.001526624,0.0037076586,,0.003696,0.0002487472,,,,,0.0,9.369e-07,9.052e-07,,1.403e-07,,9e-10,0.0,0.0,,601.9595376114
382,2024-04-16,285.7158949421,,,66.0508521314,,43.4496676937,32.6902756752,32.6223025585,64.835122978,13.9392,14.1984883792,12.695890964,14.264131339,6.72,1.8680123018,4.083100173,0.2711162008,2.112,1.8888878126,0.0,1.0101226608,0.3266557808,0.1501866672,0.5764,0.1408704,0.0088,0.0553837682,0.0507745336,0.001521696,0.003260349,,0.003696,0.0002461072,,,,,,9.339e-07,9.068e-07,,1.403e-07,,9e-10,0.0,,,599.732863094
383,2024-04-17,285.515041797,,,66.9869409804,,42.713381128,32.690246123,38.526580402,68.0506494512,13.9392,15.6823771373,12.6957641979,14.2579747485,6.72,1.8680122976,2.9392341196,0.273213132,2.112,1.8146312126,0.0,1.4182640208,0.280513203,0.1501866672,0.2706,0.1408704,0.0088,0.0542857247,0.0245109336,0.001523104,0.0031206374,,0.003696,0.0002399472,,,,,,7.141e-07,9.018e-07,,1.403e-07,,9e-10,,0.0,,609.1418591221
384,2024-04-18,285.5229809547,,,67.129560171,,42.0232913468,32.6902442583,34.9295709544,69.694944,13.9392,14.1796651591,12.6954533654,14.2644933707,6.72,1.8680122994,3.8881408303,0.2737243814,2.112,1.8723325664,0.0,1.0502057808,0.3334855967,0.1501866672,0.5247,0.1408704,0.0088,0.0544594443,0.0642781336,0.001509024,0.0033674485,,0.003696,0.0002179472,,,,,0.0,9.278e-07,6.833e-07,,1.403e-07,,9e-10,0.0,,,606.1393918525
385,2024-04-19,284.8374737694,,,65.2407440914,,40.8027748718,32.6902463204,32.4005494551,70.2443848209,13.9392,15.7694264131,12.6957399192,14.2605475384,6.72,1.8680123012,3.5428283873,0.2808066513,2.112,1.8370765851,0.0,1.4502133008,0.3410660262,0.1501866672,0.451,0.1408704,0.0088,0.0551909251,0.0387889336,0.0015058976,0.0032242342,,0.003696,0.0002337872,,,,,,9.193e-07,8.982e-07,,1.403e-07,,9e-10,0.0,,,601.8865892552
386,2024-04-20,285.2130388552,,,64.284418701,,48.2396133337,32.6902465867,28.2527790693,58.8216797197,13.9392,14.3976487021,12.6957906663,14.2576495946,6.72,1.8680123007,2.8233841166,0.2875945069,2.112,1.7964855448,0.0,1.0146872208,0.3194686631,0.1501866672,0.2937,0.1408704,0.0088,0.0554352655,0.0226937336,0.001492128,0.0032654021,,0.003696,0.0002399472,,,,,,9.25e-07,6.797e-07,,1.403e-07,,9e-10,0.0,0.0,,590.414078871
387,2024-04-21,284.9435747441,,,64.3732365636,,52.3480036006,32.6902446738,32.6022693482,60.9510653453,13.9392,15.5643357753,12.695451039,14.2574158571,6.72,1.8680123015,2.6323176724,0.2883609,2.112,1.7303151497,0.0,1.3662111408,0.2516395126,0.1501866672,0.1419,0.1408704,0.0088,0.0558904587,0.0219457336,0.001529088,0.0028595934,,0.003696,0.0002214672,,,,,,7.173e-07,9.016e-07,,1.403e-07,,9e-10,0.0,,,601.8615547922
388,2024-04-22,285.0454250107,,,64.4607070289,,46.0490960429,32.6902442261,26.4259156647,70.5722273009,13.9392,14.5913883351,12.6954925601,14.2608585342,6.72,1.8680123006,3.9899745389,0.2896015813,2.112,1.8446836378,0.0,1.1211320208,0.2877643154,0.1501866672,0.6567,0.1408704,0.0088,0.0540280818,0.1059593336,0.001517824,0.0030689439,,0.003696,0.0002302672,,,,,,9.309e-07,8.914e-07,,1.403e-07,,9e-10,,0.0,,600.0887825796
389,2024-04-23,284.7688267102,,,64.8371136064,,41.7994296113,32.6902444383,24.4869168036,71.159264,13.9392,15.9934810785,12.6959994793,14.2622442309,6.72,1.8680122993,4.2264209616,0.2908012735,2.112,1.8687281777,0.0,1.4567948208,0.3124228476,0.1501866672,0.8404,0.1408704,0.0088,0.0644800657,0.0409801336,0.001521696,0.0028101471,,0.003696,0.0002267472,,,,,,9.249e-07,6.899e-07,,1.403e-07,,9e-10,0.0,,,596.7418739518
390,2024-04-24,284.6345267019,,,64.8771755801,,46.977243644,32.6902485819,24.7582853865,70.427104,13.9392,15.6890123353,12.6958404415,14.2612252439,6.72,1.8680122919,4.0915308908,0.2934708787,2.112,1.8544920491,0.0,1.1864860032,0.2654221732,0.1501866672,0.8239,0.1408704,0.0088,0.0700747304,0.0413321336,0.001489312,0.0035114657,,0.003696,0.0002117872,,,,,,7.052e-07,6.711e-07,,1.403e-07,,9e-10,0.0,,,600.5853502156
391,2024-04-25,284.5921310226,,,68.1350762593,,49.9100550691,32.6902489103,25.4906211501,69.578784,13.9392,15.2034459176,12.6957515824,14.2586484291,6.7,1.868012296,3.4695122179,0.2956763226,2.112,1.8720783402,0.0,1.0021302096,0.339465336,0.1501866672,0.561,0.1408704,0.0088,0.070328985,0.1141125336,0.00151184,0.0031355829,,0.003696,0.0002082672,,,,,,9.219e-07,8.988e-07,,1.403e-07,,9e-10,0.0,0.0,,605.2066893006
392,2024-04-26,284.4496493936,,,67.9004224669,,44.3240729002,32.6902483279,24.863299901,70.427104,13.9392,16.4435267302,12.695771305,14.2603777785,6.72,1.8680122953,3.4307189053,0.2958384412,2.112,1.8836239003,0.0,1.2397302096,0.3297412112,0.1501866672,0.418,0.1408704,0.0088,0.0691116064,0.0444517336,0.00150304,0.0030828361,,0.003696,0.0002302672,,,,,,9.281e-07,8.952e-07,,1.403e-07,,9e-10,0.0,,,600.7132722812
393,2024-04-27,284.0046609041,,,64.7201589769,,39.0519962205,32.6902543443,23.3714221969,63.9852087758,13.9392,16.5253115158,12.6958898197,14.2577369624,6.72,1.868012291,2.7171498528,0.2960005584,2.112,1.7798088468,0.0,1.1550680496,0.2481928928,0.1488360371,0.1892,0.1408704,0.0088,0.0701812043,0.0225177336,0.001518528,0.0028601265,,0.003696,0.0002117872,,,,,,9.221e-07,6.797e-07,,1.403e-07,,9e-10,,0.0,,582.7267657675
394,2024-04-28,283.7088002256,,,64.0744948184,,41.4723726538,32.6902543219,23.8520296917,60.2586489419,13.9392,16.1923316118,12.6957451132,14.2569507249,6.72,1.8680122937,2.6366010947,0.2960019288,2.112,1.7340697302,0.0,1.0644342096,0.243615979,0.1501866672,0.1606,0.1408704,0.0088,0.0709360773,0.0723961336,0.001513248,0.0032117035,,0.003696,0.0002091472,,,,,,9.221e-07,8.964e-07,,1.403e-07,,9e-10,0.0,,,580.4279846757
395,2024-04-29,283.3834901078,,,66.4939185903,,41.4472339507,32.6902516977,23.9148418575,70.7774735112,13.9392,17.0245029004,12.6952333975,14.2620999719,6.72,1.8680123098,4.0320247495,0.2960160398,2.112,1.8823215602,0.0,1.2213848496,0.2888512793,0.1501866672,0.407,0.1408704,,0.0596750262,0.0271333336,0.00151888,0.0029415659,,0.003696,0.0002117872,,,,,,7.112e-07,8.946e-07,,1.403e-07,,9e-10,0.0,,,595.8420921803
396,2024-04-30,283.0566102108,,,65.1977449456,,41.9346441764,32.6902665595,24.3178264138,71.159264,13.9392,16.2658846844,12.6959236876,14.2608595946,6.72,1.86801232,4.1205119132,0.2960330466,2.112,1.9533586378,0.0,1.0009105296,0.384885358,0.1501866672,0.4565,0.1408704,0.0088,0.0555814462,0.0306313336,0.00152064,0.0038745043,,0.003696,0.0002144272,,,,0.0045344846,,9.221e-07,8.934e-07,,1.403e-07,,9e-10,0.0,0.0,,594.8303479377
